"n","author","title","editorial","pages","genre","subgenre","code"
"211","ISABEL ALLENDE","CUENTOS DE EVA LUNA","COPESA EDITORIAL","249","NOVELA","","BL1311"
"212","FRANCK BAUM","EL MAGO DE OZ","ZIG-ZAG","94","CLÁSICOS Y CUENTOS","","BL1312"
"213","AGATHA CHRISTIE","PASAJERO PARA FRANCKFURT","PLANETA","232","NOVELA","POLICIAL","BL1313"
"214","JUAN RULFO","PEDRO PÁRAMO","FONDO DE CULTURA ECONÓMICA","129","NOVELA","","BL1314"
"215","OSCAR CASTRO","COMARCA DE JAZMÍN","ANDRÉS BELLO","153","JUVENIL","","BL1315"
"216","GABRIEL GARCÍA MÁRQUEZ","CIEN AÑOS DE SOLEDAD","RANDOM HOUSE MONDADORI","495","NOVELA","","BL1316"
"217","EGON WOLFF","LOS INVASORES/JOSÉ","PEHUÉN","160","TEATRO","","BL1317"
"218","ERWIN MOSER","EL LEÓN DESTRONADO Y OTRAS NUEVE HISTORIAS","GAVIOTA JUNIOR","130","INFANTIL","","BL1318"
"219","BENITO PÉREZ GALDÓS","MARIANELA","ANDRÉS BELLO","163","NOVELA","","BL1319"
"220","HUGO SILVA","PACHA PULAI","ZIG-ZAG","219","NOVELA","","BL1320"
"221","VARIOS AUTORES","CUENTOS LATINOAMERICANOS: ANTOLOGÍA","ALFAGUARA","134","CLÁSICOS Y CUENTOS","","BL1321"
"222","MARK TWAIN","EL PRÍNCIPE Y EL MENDIGO","ZIG-ZAG","123","CLÁSICOS Y CUENTOS","","BL1322"
"223","MADELEINE L'ENGLE","CAMILA","ALFAGUARA","197","NOVELA","","BL1323"
"224","RAY BRADBURY","CRÓNICAS MARCIANAS","ATAHUALPA EDICIONES","231","NOVELA","","BL1324"
"225","ALBERTO FUGUET","SOBREDOSIS","AGUILAR","122","NOVELA","","BL1325"
"226","VARIOS AUTORES","GRAN ATLAS DE CHILE: GEOGRÁFICO, HISTÓRICO Y CULTURAL","UNLIMITED","94","EDUCACIÓN","","BL1326"
"227","ROBERTO AMPUERO","HALCONES DE LA NOCHE","PLANETA","301","NOVELA","","BL1327"
"228","BORIS QUERCIA","SANTIAGO QUIÑONES, TIRA","RANDOM HOUSE MONDADORI","151","NOVELA","","BL1328"
"229","VARIOS AUTORES","GRAN DICCIONARIO: SINÓNIMOS, ANTÓNIMOS, PARÓNIMOS Y ETIMOLOGÍA","EDITORIAL CORDILLERA","599","DICCIONARIOS","","BL1329"
"230","JACQUELINE BALCELLS/ANA MARÍA GÜIRALDES","EMILIA: INTRIGA EN QUINTAY","ANDRÉS BELLO","94","JUVENIL","","BL1330"
"231","NIKOLAUS PIPER","FÉLIX EN LA BOLSA","EDICIONES SM","252","NOVELA","","BL1331"
"232","ALBERT CAMUS","EL EXTRANJERO","PLANETA","112","NOVELA","","BL1332"
"233","HOMERO","LA ODISEA","ERCILLA","253","CLÁSICOS Y CUENTOS","","BL1333"
"234","VÍCTOR CARVAJAL","MAMIRE, EL ÚLTIMO NIÑO","ALFAGUARA","110","INFANTIL","","BL1334"
"235","VICTOR ANDRÉ","APRENDA A CONOCER LOS VINOS","SWING","252","GASTRONOMÍA","","BL1335"
"236","ANTONIO SKÁRMETA","ARDIENTE PACIENCIA","SUDAMERICANA","140","NOVELA","","BL1336"
"237","JUAN GARCÍA HORTELANO","APÓLOGOS Y MILESIOS","EDICIONES B","171","CLÁSICOS Y CUENTOS","","BL1337"
"238","ANALÍA L'ABBATE/KARINA QIAN GAO","LA ESTRATEGIA DEL DRAGÓN","V&R EDITORAS","93","MISCELÁNEAS LITERARIAS","","BL1338"
"239","ROBERT LOUIS STEVENSON","LA ISLA DEL TESORO","RAMÓN SOPENA","240","CLÁSICOS Y CUENTOS","","BL1339"
"240","SÓFOCLES","EDIPO REY","PROSA","94","TEATRO","","BL1340"
"241","EDGAR ALLAN POE","NARRACIONES EXTRAORDINARIAS","CENTRO GRÁFICO","203","CLÁSICOS Y CUENTOS","PRESTADO GABRIEL HIZAUT","BL1341"
"242","VARIOS AUTORES","16 CUENTOS LATINOAMERICANOS","COEDICIÓN LATINOAMERICANA","221","CLÁSICOS Y CUENTOS","","BL1342"
"243","PLATÓN","APOLOGÍA DE SÓCRATES","COLICHEUQUE","80","FILOSOFÍA Y PSICOLOGÍA","","BL1343"
"244","VARIOS AUTORES","CUENTOS DEL ANTIGUO EGIPTO","EDAF","365","CLÁSICOS Y CUENTOS","","BL1344"
"245","NATHANIEL HAWTHORNE","LA LETRA ESCARLATA","ANDRÉS BELLO","265","NOVELA","","BL1345"
"246","JOSÉ SARAMAGO","EL CUADERNO","ALFAGUARA","229","MISCELÁNEAS LITERARIAS","","BL1346"
"247","RENÉ DESCARTES","DISCURSO DEL MÉTODO","COLICHEUQUE","80","FILOSOFÍA Y PSICOLOGÍA","","BL1347"
"248","ERICH FROMM","EL ARTE DE AMAR","PAIDÓS","128","ENSAYOS","","BL1348"
"249","MARÍA GRIPE","LOS ESCARABAJOS VUELAN AL ATARDECER","EDICIONES SM","225","NOVELA","","BL1349"
"250","DANIELA GARCÍA PALOMER","ELEGÍ VIVIR","RANDOM HOUSE MONDADORI","224","BIOGRAFÍAS Y TESTIMONIOS","","BL1350"
"251","CARE SANTOS","INSEPARABLES PARA SIEMPRE: SER FELIZ ES FÁCIL","EDICIONES B","157","JUVENIL","","BL1351"
"252","EDUARDO BASTÍAS GUZMÁN","DONDE VUELAN LOS CÓNDORES: UNA PESADILLA Y UNA ESPERANZA","ANDRÉS BELLO","110","JUVENIL","","BL1352"
"253","JORGE ISAACS","MARÍA","ZIG-ZAG","333","NOVELA","","BL1353"
"254","SÓFOCLES","EDIPO REY","COLICHEUQUE","79","TEATRO","","BL1354"
"255","GENARO PRIETO","EL SOCIO","CENTRO GRÁFICO","148","NOVELA","","BL1355"
"256","OSCAR WILDE","EL FANTASMA DE CANTERVILLE","ZIG-ZAG","104","CLÁSICOS Y CUENTOS","","BL1356"
"257","ROALD DAHL","LAS BRUJAS","ALFAGUARA","200","INFANTIL","","BL1357"
"258","VARIOS AUTORES","ATLAS DE LO EXTRAORDINARIO: LUGARES MISTERIOSOS, VOLUMEN I","DEBATE. EDICIONES DEL PRADO","120","EDUCACIÓN","","BL1358"
"259","TED HUGHES","POEMAS DE ANIMALES","MONDADORI","64","POESÍA","","BL1359"
"260","FRANCES HODGSON BURNETT","EL JARDÍN SECRETO","CENTRO GRÁFICO","158","NOVELA","","BL1360"
"261","ROBERT LOUIS STEVENSON","EL EXTRAÑO CASO DEL DR. JEKYLL Y DEL SR. HYDE","JORGE A. MESTAS EDICIONES","122","NOVELA","","BL1361"
"262","JOSÉ ZORRILLA","DON JUAN TENORIO","CENTRO GRÁFICO","120","TEATRO","","BL1362"
"263","RAY BRADBURY","CRÓNICAS MARCIANAS","MINOTAURO","275","NOVELA","","BL1363"
"264","HOMERO","LA ODISEA","ANDRÉS BELLO","109","CLÁSICOS Y CUENTOS","","BL1364"
"265","EDMUNDO DE AMICIS","CORAZÓN","ZIG-ZAG","154","JUVENIL","","BL1365"
"266","HORACIO QUIROGA","CUENTOS DE LA SELVA","ZIG-ZAG","126","CLÁSICOS Y CUENTOS","","BL1366"
"267","FRANZ KAFKA","ANTE LA LEY Y OTROS CUENTOS","LA COPA ROTA","95","CLÁSICOS Y CUENTOS","","BL1367"
"268","GUSTAVE FLAUBERT","MADAME BOVARY","RAMÓN SOPENA","272","CLÁSICOS Y CUENTOS","","BL1368"
"269","HOMERO","LA ODISEA","BRUGUERA","446","CLÁSICOS Y CUENTOS","","BL1369"
"270","GUILLERMO BLANCO","GRACIA Y EL FORASTERO","ZIG-ZAG","170","NOVELA","","BL1370"
"271","OSCAR WILDE","EL RETRATO DE DORIAN GRAY","COLICHEUQUE","80","NOVELA","","BL1371"
"272","ADOLFO COZZI","ESTADO NACIONAL","SUDAMERICANA","109","MISCELÁNEAS LITERARIAS","","BL1372"
"273","LUIS DE GÓNGORA/FRANCISCO DE QUEVEDO","POESÍA SELECTA","ERCILLA","240","POESÍA","","BL1373"
"274","ENRIQUE LAFOURCADE","PALOMITA BLANCA","ZIG-ZAG","159","JUVENIL","","BL1374"
"275","JOHN ESCOTT","WILLIAM TELL AND OTHER STORIES","OXFORD UNIVERSITY PRESS","49","NOVELA INGLÉS","","BL1375"
"276","PLATÓN","LA APOLOGÍA DE SÓCRATES","TEXIDO","72","FILOSOFÍA Y PSICOLOGÍA","","BL1376"
"277","FRANCISCO COLOANE","CABO DE HORNOS","ANDRÉS BELLO","159","CLÁSICOS Y CUENTOS","","BL1377"
"278","JOANNE ROWLING","HARRY POTTER Y LA CÁMARA SECRETA","EMECÉ","291","NOVELA","","BL1378"
"279","THEA BECKMAN","CRUZADA EN 'JEANS'","EDICIONES SM","239","NOVELA","","BL1379"
"280","HORACIO QUIROGA","CUENTOS DE AMOR, LOCURA Y MUERTE","ALBA EDITORES","151","CLÁSICOS Y CUENTOS","","BL1380"
